 -1.046875E+00 1.650555E-01 9.830646E-01 2.709120E-01 
 -1.004687E+00 1.767505E-01 1.001465E+00 7.838850E-01 
 -9.625000E-01 1.915750E-01 9.072292E-01 1.507160E-01 
 -9.203125E-01 2.049974E-01 9.233441E-01 6.022190E-01 
 -8.781250E-01 2.222869E-01 8.392121E-01 3.186100E-02 
 -8.359375E-01 2.377107E-01 8.342164E-01 2.347770E-01 
 -7.937500E-01 2.542690E-01 8.383234E-01 5.103170E-01 
 -7.515625E-01 2.746012E-01 7.896906E-01 2.398330E-01 
 -7.093750E-01 2.940610E-01 7.648984E-01 1.904950E-01 
 -6.671875E-01 3.114154E-01 8.069904E-01 7.930660E-01 
 -6.250000E-01 3.373528E-01 7.836499E-01 7.225400E-01 
 -5.828125E-01 3.651976E-01 7.695169E-01 7.271410E-01 
 -5.406250E-01 3.995006E-01 7.070370E-01 2.325890E-01 
 -4.984375E-01 4.238834E-01 6.925563E-01 2.070430E-01 
 -4.562500E-01 4.434263E-01 7.595680E-01 9.843390E-01 
 -4.140625E-01 5.015015E-01 6.559063E-01 3.736600E-02 
 -3.718750E-01 5.149670E-01 6.739878E-01 3.076230E-01 
 -3.296875E-01 5.459297E-01 6.570691E-01 2.188200E-01 
 -2.875000E-01 5.662141E-01 6.877411E-01 5.999600E-01 
 -2.453125E-01 6.230475E-01 6.855540E-01 6.399470E-01 
 -2.031250E-01 7.158225E-01 6.198627E-01 4.334100E-02 
 -1.609375E-01 6.988597E-01 6.143699E-01 8.395500E-02 
 -1.187500E-01 6.702208E-01 6.367932E-01 4.222110E-01 
 -7.656250E-02 6.891385E-01 5.829687E-01 4.305000E-03 
 -3.437500E-02 5.952843E-01 5.968784E-01 2.964880E-01 
 7.812500E-03 5.385552E-01 5.581828E-01 6.335100E-02 
 5.000000E-02 4.623978E-01 6.264267E-01 8.978800E-01 
 9.218750E-02 4.512136E-01 5.779358E-01 5.461760E-01 
 1.343750E-01 3.948838E-01 5.140133E-01 4.167100E-02 
 1.765625E-01 3.045186E-01 5.161501E-01 1.952540E-01 
 2.187500E-01 2.447859E-01 5.292296E-01 4.351570E-01 
 2.609375E-01 2.065376E-01 5.554368E-01 7.784200E-01 
 3.031250E-01 1.814007E-01 5.481215E-01 7.597870E-01 
 3.453125E-01 1.532203E-01 4.919261E-01 2.299300E-01 
 3.875000E-01 1.190252E-01 5.522378E-01 8.431310E-01 
 4.296875E-01 9.962310E-02 5.039504E-01 3.437410E-01 
 4.718750E-01 7.621570E-02 5.619182E-01 8.828360E-01 
 5.140625E-01 6.344241E-02 5.421572E-01 6.183870E-01 
 5.562500E-01 4.721004E-02 5.081705E-01 1.881560E-01 
 5.984375E-01 2.924644E-02 5.510037E-01 5.022060E-01 
 6.406250E-01 1.895501E-02 5.787192E-01 6.387550E-01 
 6.828125E-01 1.249178E-02 6.174123E-01 8.592870E-01 
 7.250000E-01 8.743331E-03 5.879537E-01 3.734490E-01 
 7.671875E-01 3.525377E-03 6.349410E-01 6.285560E-01 
 8.093750E-01 1.614074E-03 6.932443E-01 9.728580E-01 
 8.515625E-01 2.292271E-03 6.346762E-01 1.251810E-01 
 8.937500E-01 2.692654E-04 6.707399E-01 2.021740E-01 
 9.359375E-01 0.000000E+00 7.424473E-01 6.136190E-01 
 9.781250E-01 4.634795E-04 7.143606E-01 5.644000E-03 
 1.020313E+00 0.000000E+00 7.543049E-01 5.721700E-02 
 1.062500E+00 0.000000E+00 7.887246E-01 3.284200E-02 
 1.104688E+00 0.000000E+00 8.933749E-01 6.903630E-01 
 1.146875E+00 0.000000E+00 9.047599E-01 3.950480E-01 
 1.189063E+00 0.000000E+00 9.586573E-01 5.048630E-01 
 1.231250E+00 0.000000E+00 9.804230E-01 2.735280E-01 
 1.273438E+00 0.000000E+00 1.074062E+00 7.412340E-01 
 1.315625E+00 0.000000E+00 1.108023E+00 5.925930E-01 
 1.357813E+00 0.000000E+00 1.156196E+00 5.666190E-01 
